product_id,product_name,category,sub_category,total_orders,total_units,total_sales,total_profit,profit_margin_pct,total_shipping_cost,shipping_cost_pct,avg_shipping_days
OFF-TEN-10001031,"Tenex Shelving, Single Width",Office Supplies,Storage,11,22,1066.46,163.58,15.34,108.42,10.17,3.18
OFF-TEN-10001129,"Tenex Shelving, Blue",Office Supplies,Storage,16,33,1246.23,-467.46,-37.51,142.64,11.45,3.63
OFF-TEN-10001160,"Tenex Trays, Industrial",Office Supplies,Storage,9,21,1044.58,10.75,1.03,83.78,8.02,4.22
OFF-TEN-10001480,"Tenex Trays, Single Width",Office Supplies,Storage,7,25,1323.46,482.71,36.47,201.70,15.24,4.57
OFF-TEN-10001585,"Tenex Box, Single Width",Office Supplies,Storage,8,14,181.83,54.15,29.78,18.05,9.93,4.13
OFF-TEN-10002065,"Tenex Shelving, Industrial",Office Supplies,Storage,9,23,931.86,-95.55,-10.25,123.64,13.27,2.33
OFF-TEN-10002817,"Tenex Folders, Blue",Office Supplies,Storage,9,14,276.32,58.34,21.11,26.81,9.70,4.22
OFF-TEN-10002835,"Tenex Lockers, Industrial",Office Supplies,Storage,13,20,3315.00,367.80,11.10,314.55,9.49,4.00
OFF-TEN-10003089,"Tenex File Cart, Blue",Office Supplies,Storage,13,23,2983.68,471.39,15.80,286.57,9.60,4.46
OFF-TEN-10003127,"Tenex Box, Industrial",Office Supplies,Storage,10,19,259.78,88.78,34.18,27.36,10.53,5.30
OFF-TEN-10003148,"Tenex Lockers, Single Width",Office Supplies,Storage,9,19,3389.38,-257.48,-7.60,277.26,8.18,3.89
OFF-TEN-10003211,"Tenex Box, Wire Frame",Office Supplies,Storage,12,14,180.62,62.60,34.66,15.56,8.61,4.42
OFF-TEN-10003948,"Tenex Box, Blue",Office Supplies,Storage,14,29,399.30,39.99,10.02,38.08,9.54,4.43
OFF-TEN-10004194,"Tenex File Cart, Single Width",Office Supplies,Storage,12,23,2638.35,996.84,37.78,263.80,10.00,3.50
OFF-TEN-10004210,"Tenex Trays, Wire Frame",Office Supplies,Storage,8,15,767.23,367.63,47.92,77.24,10.07,3.75
OFF-TEN-10004270,"Tenex File Cart, Single Width",Office Supplies,Storage,12,19,1945.33,-374.57,-19.25,160.67,8.26,3.83
OFF-WIL-10000146,"Wilson Jones Binding Machine, Clear",Office Supplies,Binders,5,13,571.36,130.66,22.87,80.51,14.09,3.40
OFF-WIL-10000164,"Wilson Jones Binding Machine, Durable",Office Supplies,Binders,11,22,767.00,-321.34,-41.90,78.72,10.26,3.55
OFF-WIL-10000390,"Wilson Jones Binder, Durable",Office Supplies,Binders,14,38,409.47,-120.63,-29.46,51.67,12.62,3.93
OFF-WIL-10000604,"Wilson Jones Binder, Clear",Office Supplies,Binders,13,32,267.06,-100.62,-37.68,21.96,8.22,4.54
OFF-WIL-10000777,"Wilson Jones 3-Hole Punch, Recycled",Office Supplies,Binders,10,21,496.13,79.06,15.94,59.75,12.04,3.80
OFF-WIL-10000979,"Wilson Jones Hole Reinforcements, Recycled",Office Supplies,Binders,16,51,239.61,49.89,20.82,20.30,8.47,4.38
OFF-WIL-10000986,"Wilson Jones Binder Covers, Economy",Office Supplies,Binders,8,22,192.47,9.65,5.01,9.90,5.14,4.38
OFF-WIL-10001069,"Wilson Jones Hole Reinforcements, Clear",Office Supplies,Binders,16,35,134.07,9.12,6.80,15.11,11.27,4.19
OFF-WIL-10001495,"Wilson Jones Index Tab, Recycled",Office Supplies,Binders,5,9,51.76,7.48,14.45,4.63,8.95,4.40
OFF-WIL-10001801,"Wilson Jones 3-Hole Punch, Economy",Office Supplies,Binders,8,17,422.66,103.40,24.46,47.44,11.22,2.88
OFF-WIL-10001889,"Wilson Jones Hole Reinforcements, Economy",Office Supplies,Binders,10,13,49.38,19.74,39.98,4.89,9.90,4.00
OFF-WIL-10001979,"Wilson Jones Binder Covers, Clear",Office Supplies,Binders,10,29,171.47,-60.83,-35.48,18.83,10.98,4.10
OFF-WIL-10002153,"Wilson Jones 3-Hole Punch, Clear",Office Supplies,Binders,13,29,678.02,104.68,15.44,56.67,8.36,3.46
OFF-WIL-10002233,"Wilson Jones Index Tab, Durable",Office Supplies,Binders,13,45,288.59,-62.42,-21.63,39.60,13.72,3.38
OFF-WIL-10002593,"Wilson Jones Hole Reinforcements, Durable",Office Supplies,Binders,12,16,88.04,21.32,24.22,10.97,12.46,3.50
OFF-WIL-10002772,"Wilson Jones 3-Hole Punch, Durable",Office Supplies,Binders,15,38,1005.61,119.83,11.92,94.89,9.44,4.00
OFF-WIL-10002787,"Wilson Jones Binder, Recycled",Office Supplies,Binders,12,23,290.34,99.21,34.17,43.57,15.01,3.42
OFF-WIL-10002947,"Wilson Jones Index Tab, Clear",Office Supplies,Binders,11,35,202.71,13.71,6.76,22.42,11.06,3.91
OFF-WIL-10003299,"Wilson Jones Binding Machine, Recycled",Office Supplies,Binders,13,35,1597.97,60.77,3.80,142.05,8.89,3.85
OFF-WIL-10003308,"Wilson Jones Binder Covers, Recycled",Office Supplies,Binders,11,34,363.83,64.96,17.85,54.53,14.99,3.45
OFF-WIL-10003532,"Wilson Jones Binding Machine, Economy",Office Supplies,Binders,14,36,1503.07,374.47,24.91,164.06,10.91,3.86
OFF-WIL-10003774,"Wilson Jones Index Tab, Economy",Office Supplies,Binders,11,23,139.33,28.91,20.75,21.33,15.31,4.27
OFF-WIL-10003933,"Wilson Jones Binder Covers, Durable",Office Supplies,Binders,16,29,283.00,83.77,29.60,51.23,18.10,2.75
OFF-WIL-10004697,"Wilson Jones Binder, Economy",Office Supplies,Binders,9,23,283.84,76.84,27.07,27.04,9.53,4.00
OFF-XER-10000482,"Xerox Note Cards, Multicolor",Office Supplies,Paper,5,6,127.79,2.69,2.11,11.60,9.08,4.00
OFF-XER-10000566,"Xerox Note Cards, 8.5 x 11",Office Supplies,Paper,1,8,73.22,-168.46,-230.07,10.14,13.85,2.00
OFF-XER-10000641,"Xerox Cards & Envelopes, Recycled",Office Supplies,Paper,2,2,62.83,1.75,2.79,6.73,10.71,5.50
OFF-XER-10000846,"Xerox Cards & Envelopes, 8.5 x 11",Office Supplies,Paper,2,18,883.98,140.94,15.94,77.26,8.74,3.50
OFF-XER-10001429,"Xerox Parchment Paper, Recycled",Office Supplies,Paper,2,2,17.12,2.60,15.19,0.68,3.97,3.00
OFF-XER-10001454,"Xerox Parchment Paper, Multicolor",Office Supplies,Paper,2,6,88.02,33.30,37.83,15.93,18.10,2.00
OFF-XER-10001513,"Xerox Message Books, Recycled",Office Supplies,Paper,5,7,117.62,19.55,16.62,15.54,13.21,3.60
OFF-XER-10001746,"Xerox Message Books, Premium",Office Supplies,Paper,4,6,97.78,31.72,32.44,9.70,9.92,3.50
OFF-XER-10002256,"Xerox Note Cards, Recycled",Office Supplies,Paper,4,9,236.52,47.25,19.98,26.11,11.04,4.50
OFF-XER-10002848,"Xerox Message Books, Multicolor",Office Supplies,Paper,1,4,26.14,-50.54,-193.34,1.27,4.86,7.00
OFF-XER-10002906,"Xerox Memo Slips, Premium",Office Supplies,Paper,3,4,54.12,12.96,23.95,4.37,8.07,3.67
OFF-XER-10002982,"Xerox Memo Slips, 8.5 x 11",Office Supplies,Paper,4,9,159.03,15.66,9.85,10.56,6.64,3.00
OFF-XER-10003104,"Xerox Memo Slips, Recycled",Office Supplies,Paper,3,4,36.29,-9.43,-25.99,6.44,17.75,1.00
OFF-XER-10003203,"Xerox Computer Printout Paper, Recycled",Office Supplies,Paper,9,20,301.88,-50.33,-16.67,46.83,15.51,3.78
OFF-XER-10003300,"Xerox Message Books, 8.5 x 11",Office Supplies,Paper,5,14,274.51,9.91,3.61,27.05,9.85,3.20
OFF-XER-10003329,"Xerox Computer Printout Paper, Multicolor",Office Supplies,Paper,2,5,119.33,11.02,9.23,11.81,9.90,4.00
OFF-XER-10003495,"Xerox Cards & Envelopes, Premium",Office Supplies,Paper,2,7,152.90,-67.60,-44.21,17.20,11.25,3.00
OFF-XER-10003600,"Xerox Memo Slips, Multicolor",Office Supplies,Paper,1,1,14.94,0.42,2.81,1.61,10.78,4.00
OFF-XER-10003901,"Xerox Computer Printout Paper, 8.5 x 11",Office Supplies,Paper,5,7,213.36,19.11,8.96,27.21,12.75,4.20
OFF-XER-10004012,"Xerox Note Cards, Premium",Office Supplies,Paper,3,9,218.87,28.79,13.15,36.36,16.61,2.33
OFF-XER-10004042,"Xerox Parchment Paper, Premium",Office Supplies,Paper,6,9,102.10,20.83,20.40,10.48,10.26,4.17
OFF-XER-10004519,"Xerox Cards & Envelopes, Multicolor",Office Supplies,Paper,4,9,417.42,41.58,9.96,27.33,6.55,3.75
OFF-XER-10004820,"Xerox Computer Printout Paper, Premium",Office Supplies,Paper,2,8,210.72,105.36,50.00,19.95,9.47,2.50
TEC-AC-10000007,"SanDisk Router, USB",Technology,Accessories,5,12,3078.72,1292.76,41.99,391.68,12.72,3.80
TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",Technology,Accessories,5,24,503.28,181.19,36.00,85.26,16.94,3.40
TEC-AC-10000025,"SanDisk Memory Card, Bluetooth",Technology,Accessories,1,2,134.89,-83.21,-61.69,4.78,3.54,5.00
TEC-AC-10000051,"Logitech Memory Card, USB",Technology,Accessories,4,9,617.40,-119.16,-19.30,38.93,6.31,4.25
TEC-AC-10000053,"SanDisk Router, USB",Technology,Accessories,2,12,2234.64,664.32,29.73,254.92,11.41,3.50
TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,Technology,Accessories,5,19,557.81,107.66,19.30,62.33,11.17,2.80
TEC-AC-10000086,"Logitech Mouse, USB",Technology,Accessories,4,17,279.17,35.05,12.56,23.93,8.57,4.75
TEC-AC-10000089,"SanDisk Router, Bluetooth",Technology,Accessories,4,21,4486.13,1201.93,26.79,477.33,10.64,3.75
TEC-AC-10000097,"Belkin Mouse, Programmable",Technology,Accessories,5,23,619.08,88.24,14.25,82.75,13.37,3.40
TEC-AC-10000097,"Memorex Keyboard, Bluetooth",Technology,Accessories,4,9,642.06,89.64,13.96,93.70,14.59,4.25
TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,Accessories,9,29,1489.33,255.32,17.14,151.93,10.20,4.33
TEC-AC-10000110,"Belkin Numeric Keypad, Bluetooth",Technology,Accessories,3,10,385.00,107.80,28.00,45.06,11.70,3.67
TEC-AC-10000111,"SanDisk Mouse, USB",Technology,Accessories,6,13,412.94,-87.82,-21.27,44.30,10.73,3.83
TEC-AC-10000115,"SanDisk Keyboard, USB",Technology,Accessories,1,2,98.03,-19.63,-20.02,11.29,11.52,5.00
TEC-AC-10000140,"Enermax Numeric Keypad, Bluetooth",Technology,Accessories,5,29,1657.15,372.16,22.46,190.42,11.49,4.00
TEC-AC-10000151,"SanDisk Flash Drive, Erganomic",Technology,Accessories,5,16,328.68,49.64,15.10,19.57,5.95,4.00
TEC-AC-10000152,"Logitech Flash Drive, Erganomic",Technology,Accessories,4,20,377.60,154.80,41.00,26.64,7.06,2.00
TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,9,27,899.75,132.09,14.68,82.53,9.17,3.22
TEC-AC-10000170,"Memorex Keyboard, Programmable",Technology,Accessories,4,14,910.50,318.72,35.00,63.32,6.95,5.00
TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Accessories,5,12,248.29,91.04,36.67,24.99,10.06,4.00
TEC-AC-10000199,Kingston Digital DataTraveler 8GB USB 2.0,Technology,Accessories,3,9,44.03,-2.03,-4.61,4.13,9.38,5.67
TEC-AC-10000203,"SanDisk Router, Bluetooth",Technology,Accessories,11,45,6596.74,2597.14,39.37,698.38,10.59,3.64
TEC-AC-10000212,"SanDisk Memory Card, Erganomic",Technology,Accessories,3,10,1014.02,10.82,1.07,119.73,11.81,3.67
TEC-AC-10000218,"SanDisk Numeric Keypad, USB",Technology,Accessories,2,6,191.37,-35.25,-18.42,16.84,8.80,5.50
TEC-AC-10000221,"Belkin Memory Card, Programmable",Technology,Accessories,4,19,1919.12,173.21,9.03,143.13,7.46,5.00
TEC-AC-10000241,"Enermax Numeric Keypad, Bluetooth",Technology,Accessories,3,20,675.14,68.74,10.18,48.93,7.25,4.00
TEC-AC-10000244,"Memorex Router, USB",Technology,Accessories,6,24,3614.16,-289.20,-8.00,420.71,11.64,2.83
TEC-AC-10000254,"Belkin Keyboard, Programmable",Technology,Accessories,2,14,896.49,-95.97,-10.71,86.57,9.66,6.50
TEC-AC-10000254,"Enermax Flash Drive, Bluetooth",Technology,Accessories,3,15,622.80,198.90,31.94,111.40,17.89,4.67
TEC-AC-10000258,"Belkin Numeric Keypad, Bluetooth",Technology,Accessories,4,14,712.91,290.81,40.79,72.70,10.20,4.50
TEC-AC-10000263,"Belkin Mouse, USB",Technology,Accessories,5,13,332.82,105.84,31.80,43.46,13.06,3.00
TEC-AC-10000264,"Memorex Memory Card, Erganomic",Technology,Accessories,1,4,400.32,112.08,28.00,20.62,5.15,5.00
TEC-AC-10000269,"Memorex Numeric Keypad, USB",Technology,Accessories,6,36,897.82,-403.58,-44.95,88.55,9.86,5.00
TEC-AC-10000271,"Enermax Router, Erganomic",Technology,Accessories,1,2,136.61,-191.27,-140.01,9.07,6.64,4.00
TEC-AC-10000284,"Belkin Flash Drive, Bluetooth",Technology,Accessories,4,12,445.82,88.34,19.82,60.05,13.47,4.00
TEC-AC-10000290,Sabrent 4-Port USB 2.0 Hub,Technology,Accessories,4,15,96.42,29.20,30.28,8.67,8.99,3.00
TEC-AC-10000303,Logitech M510 Wireless Mouse,Technology,Accessories,3,7,239.94,52.39,21.83,20.04,8.35,3.33
TEC-AC-10000317,"Logitech Memory Card, Programmable",Technology,Accessories,3,12,943.92,213.84,22.65,148.22,15.70,2.00
TEC-AC-10000332,"Logitech Keyboard, USB",Technology,Accessories,5,19,964.20,11.16,1.16,63.41,6.58,4.40
TEC-AC-10000335,"Belkin Router, Programmable",Technology,Accessories,5,13,2047.30,242.90,11.86,125.24,6.12,6.20
TEC-AC-10000336,"Enermax Mouse, Bluetooth",Technology,Accessories,5,18,429.76,163.72,38.10,39.88,9.28,4.40
TEC-AC-10000342,"Logitech Numeric Keypad, Programmable",Technology,Accessories,1,3,38.26,-13.40,-35.02,4.12,10.77,4.00
TEC-AC-10000354,"Belkin Numeric Keypad, USB",Technology,Accessories,4,20,577.83,-533.37,-92.31,62.15,10.76,3.50
TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Technology,Accessories,6,24,888.97,196.03,22.05,89.28,10.04,3.67
TEC-AC-10000376,"Memorex Router, Bluetooth",Technology,Accessories,9,41,6401.46,2565.50,40.08,952.93,14.89,3.67
TEC-AC-10000387,KeyTronic KT800P2 - Keyboard - Black,Technology,Accessories,3,6,75.10,1.20,1.60,6.56,8.74,4.67
TEC-AC-10000394,"Belkin Numeric Keypad, Bluetooth",Technology,Accessories,2,7,404.25,173.67,42.96,32.65,8.08,3.50
TEC-AC-10000397,"Enermax Mouse, USB",Technology,Accessories,3,13,526.50,63.18,12.00,58.26,11.07,5.00
TEC-AC-10000397,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",Technology,Accessories,3,12,419.88,29.40,7.00,41.75,9.94,5.00
TEC-AC-10000398,"SanDisk Memory Card, Programmable",Technology,Accessories,7,31,2878.51,-652.70,-22.67,224.63,7.80,3.86
TEC-AC-10000420,"Belkin Router, USB",Technology,Accessories,4,19,4868.45,2113.07,43.40,740.14,15.20,3.00
TEC-AC-10000420,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Technology,Accessories,4,21,1399.80,429.73,30.70,113.01,8.07,5.00
TEC-AC-10000422,"Belkin Numeric Keypad, Bluetooth",Technology,Accessories,2,13,753.48,233.22,30.95,107.45,14.26,4.50
TEC-AC-10000431,"Belkin Flash Drive, Bluetooth",Technology,Accessories,4,13,307.56,78.50,25.52,59.45,19.33,4.25
TEC-AC-10000450,"Enermax Keyboard, USB",Technology,Accessories,4,11,811.60,194.83,24.01,70.74,8.72,3.75
TEC-AC-10000462,"Logitech Keyboard, Programmable",Technology,Accessories,1,4,295.80,70.92,23.98,16.18,5.47,4.00
TEC-AC-10000474,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Technology,Accessories,6,20,1690.83,360.98,21.35,263.06,15.56,4.00
TEC-AC-10000474,"Logitech Flash Drive, USB",Technology,Accessories,2,7,202.75,78.01,38.48,8.45,4.17,5.50
TEC-AC-10000483,"SanDisk Memory Card, Bluetooth",Technology,Accessories,8,24,2607.92,-9.28,-0.36,375.32,14.39,3.13
TEC-AC-10000487,SanDisk Cruzer 4 GB USB Flash Drive,Technology,Accessories,2,5,25.96,5.52,21.26,1.56,6.01,5.00
TEC-AC-10000494,"Logitech Numeric Keypad, USB",Technology,Accessories,7,15,693.30,295.05,42.56,53.11,7.66,4.71
TEC-AC-10000499,"Memorex Memory Card, USB",Technology,Accessories,2,5,416.07,118.77,28.55,59.01,14.18,3.50
TEC-AC-10000501,"Enermax Router, Programmable",Technology,Accessories,5,15,2251.86,17.16,0.76,309.71,13.75,3.20
TEC-AC-10000510,"SanDisk Flash Drive, Bluetooth",Technology,Accessories,2,3,110.71,46.63,42.12,8.08,7.30,3.00
TEC-AC-10000512,"Enermax Keyboard, Bluetooth",Technology,Accessories,1,3,250.38,120.15,47.99,33.77,13.49,5.00
TEC-AC-10000519,"Belkin Keyboard, Programmable",Technology,Accessories,2,10,580.58,33.98,5.85,60.51,10.42,3.00
TEC-AC-10000521,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",Technology,Accessories,4,8,80.78,16.15,19.99,6.14,7.60,3.50
TEC-AC-10000530,"Logitech Memory Card, Bluetooth",Technology,Accessories,3,8,827.04,115.68,13.99,112.02,13.54,4.33
TEC-AC-10000540,"Logitech Mouse, Erganomic",Technology,Accessories,1,2,32.51,-21.13,-65.00,8.76,26.95,4.00
TEC-AC-10000540,"Memorex Numeric Keypad, USB",Technology,Accessories,1,6,154.87,-62.03,-40.05,26.83,17.32,4.00
TEC-AC-10000575,"Logitech Keyboard, Programmable",Technology,Accessories,5,12,522.58,197.14,37.72,43.79,8.38,4.60
TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,Technology,Accessories,4,14,1039.87,43.19,4.15,112.65,10.83,3.50
TEC-AC-10000588,"SanDisk Flash Drive, Bluetooth",Technology,Accessories,2,6,173.98,43.48,24.99,13.26,7.62,3.50
TEC-AC-10000596,"Enermax Memory Card, Erganomic",Technology,Accessories,5,18,1520.31,348.51,22.92,177.71,11.69,4.40
TEC-AC-10000598,"Belkin Flash Drive, USB",Technology,Accessories,1,2,22.48,-18.56,-82.56,1.17,5.20,6.00
TEC-AC-10000633,"Enermax Memory Card, USB",Technology,Accessories,1,2,229.20,36.66,15.99,18.83,8.22,6.00
TEC-AC-10000639,"Belkin Router, Bluetooth",Technology,Accessories,4,13,3130.88,742.52,23.72,551.62,17.62,2.50
TEC-AC-10000642,"Logitech Flash Drive, Bluetooth",Technology,Accessories,5,22,579.38,169.52,29.26,60.64,10.47,2.80
TEC-AC-10000657,"Enermax Memory Card, Bluetooth",Technology,Accessories,1,2,228.78,36.60,16.00,63.82,27.90,0.00
TEC-AC-10000682,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Technology,Accessories,6,20,321.85,106.18,32.99,57.74,17.94,4.00
TEC-AC-10000692,"Logitech Keyboard, Erganomic",Technology,Accessories,7,29,1358.36,26.68,1.96,115.79,8.52,4.57
TEC-AC-10000710,Maxell DVD-RAM Discs,Technology,Accessories,3,18,296.64,127.55,43.00,35.87,12.09,3.67
TEC-AC-10000712,"Enermax Router, Programmable",Technology,Accessories,2,10,2598.30,1065.30,41.00,136.89,5.27,6.50
TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,Technology,Accessories,8,21,1615.80,540.73,33.47,257.45,15.93,3.88
TEC-AC-10000742,"SanDisk Flash Drive, Erganomic",Technology,Accessories,3,23,682.39,80.71,11.83,105.85,15.51,3.00
TEC-AC-10000763,"SanDisk Memory Card, USB",Technology,Accessories,5,14,961.03,277.55,28.88,120.09,12.50,3.40
TEC-AC-10000766,"SanDisk Mouse, Bluetooth",Technology,Accessories,1,2,20.43,-16.37,-80.13,1.82,8.91,2.00
TEC-AC-10000815,"Enermax Flash Drive, Erganomic",Technology,Accessories,4,7,216.32,61.96,28.64,14.45,6.68,5.50
TEC-AC-10000827,"SanDisk Keyboard, Programmable",Technology,Accessories,6,28,1825.56,-126.60,-6.93,196.09,10.74,3.83
TEC-AC-10000844,Logitech Gaming G510s - Keyboard,Technology,Accessories,8,31,2362.72,676.53,28.63,292.23,12.37,4.63
TEC-AC-10000857,"Belkin Router, Programmable",Technology,Accessories,2,6,1210.16,7.76,0.64,51.81,4.28,3.50
TEC-AC-10000860,"Enermax Numeric Keypad, USB",Technology,Accessories,6,27,984.25,-326.33,-33.16,86.57,8.80,4.83
TEC-AC-10000861,"SanDisk Router, Erganomic",Technology,Accessories,7,13,2948.26,172.63,5.86,286.37,9.71,3.57
TEC-AC-10000863,"Enermax Numeric Keypad, Erganomic",Technology,Accessories,6,24,1411.92,154.80,10.96,132.89,9.41,3.50
TEC-AC-10000865,"Enermax Keyboard, Bluetooth",Technology,Accessories,2,12,734.45,-237.19,-32.29,46.54,6.34,5.00
TEC-AC-10000865,WD My Passport Ultra 500GB Portable External Hard Drive,Technology,Accessories,4,12,708.00,120.36,17.00,163.95,23.16,2.75
TEC-AC-10000866,"Belkin Router, Erganomic",Technology,Accessories,7,43,8702.51,-455.20,-5.23,973.09,11.18,4.14
TEC-AC-10000873,"Belkin Mouse, USB",Technology,Accessories,2,4,130.94,22.82,17.43,11.80,9.01,4.00
TEC-AC-10000883,"Belkin Mouse, Bluetooth",Technology,Accessories,4,15,385.39,136.99,35.55,92.83,24.09,5.00
TEC-AC-10000887,"Enermax Flash Drive, Bluetooth",Technology,Accessories,3,9,341.71,46.33,13.56,29.55,8.65,2.33
TEC-AC-10000890,"Belkin Router, USB",Technology,Accessories,10,32,5110.14,1463.42,28.64,575.76,11.27,3.50
TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,Accessories,7,22,1890.00,622.80,32.95,195.54,10.35,4.29
TEC-AC-10000896,"Belkin Numeric Keypad, Erganomic",Technology,Accessories,6,15,763.74,25.73,3.37,78.04,10.22,4.00
TEC-AC-10000926,NETGEAR RangeMax WNR1000 Wireless Router,Technology,Accessories,1,3,59.98,12.00,20.01,7.78,12.97,7.00
TEC-AC-10000927,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,Technology,Accessories,4,17,491.84,32.99,6.71,53.29,10.83,5.25
TEC-AC-10000929,"Belkin Mouse, Bluetooth",Technology,Accessories,4,7,276.83,128.57,46.44,39.64,14.32,3.25
TEC-AC-10000957,"Logitech Memory Card, Bluetooth",Technology,Accessories,6,34,1805.71,94.83,5.25,263.61,14.60,1.67
TEC-AC-10000990,Imation Bio 2GB USB Flash Drive Imation Corp,Technology,Accessories,3,16,2098.88,881.53,42.00,308.31,14.69,3.67
TEC-AC-10000991,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Technology,Accessories,4,13,582.68,57.33,9.84,33.69,5.78,4.25
TEC-AC-10001002,"SanDisk Memory Card, USB",Technology,Accessories,1,3,168.93,-125.01,-74.00,14.30,8.47,2.00
TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,Technology,Accessories,6,19,533.07,160.23,30.06,46.96,8.81,4.33
TEC-AC-10001013,"SanDisk Mouse, USB",Technology,Accessories,4,10,215.72,-10.28,-4.77,23.62,10.95,2.50
TEC-AC-10001022,"SanDisk Flash Drive, USB",Technology,Accessories,8,28,920.23,29.83,3.24,108.81,11.82,3.63
TEC-AC-10001030,"Memorex Flash Drive, Erganomic",Technology,Accessories,4,14,258.50,-84.65,-32.75,51.55,19.94,4.50
TEC-AC-10001032,"Enermax Numeric Keypad, Bluetooth",Technology,Accessories,3,15,487.31,-20.30,-4.17,41.36,8.49,5.00
TEC-AC-10001047,"SanDisk Router, Erganomic",Technology,Accessories,1,1,169.44,84.72,50.00,57.38,33.86,2.00
TEC-AC-10001055,"Enermax Numeric Keypad, Bluetooth",Technology,Accessories,8,37,1261.27,-152.87,-12.12,100.86,8.00,4.63
TEC-AC-10001056,"Belkin Router, USB",Technology,Accessories,7,32,8286.72,3894.72,47.00,610.36,7.37,4.71
TEC-AC-10001075,"Belkin Keyboard, USB",Technology,Accessories,1,4,201.82,-10.10,-5.00,16.21,8.03,5.00
TEC-AC-10001076,"Memorex Keyboard, USB",Technology,Accessories,4,21,1001.70,460.74,46.00,169.22,16.89,2.25
TEC-AC-10001082,"Enermax Keyboard, Bluetooth",Technology,Accessories,5,22,1168.44,17.40,1.49,146.81,12.56,4.40
TEC-AC-10001089,"Enermax Keyboard, Erganomic",Technology,Accessories,8,29,2356.83,1177.98,49.98,202.74,8.60,5.25
TEC-AC-10001090,"Enermax Mouse, Programmable",Technology,Accessories,6,19,740.94,295.77,39.92,68.88,9.30,3.50
TEC-AC-10001090,Micro Innovations Wireless Classic Keyboard with Mouse,Technology,Accessories,2,4,107.96,9.60,8.89,4.69,4.34,6.00
TEC-AC-10001100,"Logitech Router, Bluetooth",Technology,Accessories,5,21,3957.12,-821.43,-20.76,367.05,9.28,4.60
TEC-AC-10001101,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,4,16,190.77,5.15,2.70,21.88,11.47,3.75
TEC-AC-10001106,"Belkin Numeric Keypad, Erganomic",Technology,Accessories,1,4,63.20,-74.32,-117.59,8.59,13.59,3.00
TEC-AC-10001109,Logitech Trackman Marble Mouse,Technology,Accessories,9,28,773.74,286.71,37.06,91.70,11.85,4.22
TEC-AC-10001114,Microsoft Wireless Mobile Mouse 4000,Technology,Accessories,4,15,591.85,183.95,31.08,63.59,10.74,4.25
TEC-AC-10001142,First Data FD10 PIN Pad,Technology,Accessories,5,24,1722.20,15.80,0.92,98.37,5.71,4.00
TEC-AC-10001172,"Logitech Numeric Keypad, Erganomic",Technology,Accessories,5,23,517.79,179.23,34.61,36.02,6.96,4.60
TEC-AC-10001187,"Memorex Keyboard, USB",Technology,Accessories,6,17,1173.42,5.52,0.47,91.33,7.78,4.67
TEC-AC-10001197,"Logitech Memory Card, Erganomic",Technology,Accessories,4,11,553.17,85.67,15.49,52.93,9.57,3.75
TEC-AC-10001221,"Memorex Memory Card, USB",Technology,Accessories,8,35,2186.24,416.64,19.06,190.79,8.73,4.50
TEC-AC-10001226,"Enermax Mouse, Programmable",Technology,Accessories,6,21,865.05,-12.54,-1.45,71.24,8.24,5.33
TEC-AC-10001243,"Enermax Mouse, Bluetooth",Technology,Accessories,4,12,483.48,57.96,11.99,37.85,7.83,4.50
TEC-AC-10001246,"Enermax Numeric Keypad, Erganomic",Technology,Accessories,7,24,831.47,87.47,10.52,85.96,10.34,3.57
TEC-AC-10001251,"Belkin Numeric Keypad, Erganomic",Technology,Accessories,3,14,829.50,16.38,1.97,141.33,17.04,3.33
TEC-AC-10001254,"Enermax Memory Card, Programmable",Technology,Accessories,4,20,1944.63,530.43,27.28,235.37,12.10,4.25
TEC-AC-10001258,"Belkin Router, Erganomic",Technology,Accessories,4,23,5900.88,2773.11,46.99,490.26,8.31,4.50
TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,Technology,Accessories,8,26,299.00,113.10,37.83,38.07,12.73,3.50
